"id","text","created_at","occurrence","statement_text"
"5438","cats","","2","you want to learn how to suck a dick? Ask him over there"
"5439","show me some cats","","1","you want to learn how to suck a dick? Ask him over there"
"5440","Test me something","","1","you want to learn how to suck a dick? Ask him over there"
"5441","chin chin teach me something","","1","you want to learn how to suck a dick? Ask him over there"
"5442","Hello","","1","Tell Gabriel to suck a dick"
"5443","Hello","","1","Does Gabriel suck his own dick?"
"5444","Hello","","1","Apparently so"
"5445","Ore wa?","","1","Apparently so"
"5446","O chin chin ga daisuki nandayo","","2","Apparently so"
"5447","best anime ","","2","Apparently so"
"5448","best anime character","","1","Apparently so"
"5449","What’s the best anime","","1","Apparently so"
"5450","How many times has Wilson touched himself","","1","Apparently so"
"5451","Do you want to touch chinchin","","1","Apparently so"
"5452","Are you a boy or a girl","","1","Apparently so"
"5453","Do you noe de wae","","1","Apparently so"
"5454","Wilson has no dick","","1","Apparently so"
"5455","Does Gabriel have a dick","","1","Apparently so"
"5456","Does Gabriel suck his own dick?","","1","Apparently so"
"5457","Hello","","1","Does God exist?"
"5458","Hello","","3","What happened to Wilson’s dick"
"5459","Hello","","2","Nus"
"5460","Hello","","1","You filthy cunt"
"5461","Hello","","1","Your mom gay"
"5462","Ore wa?","","1","Your mom gay"
"5463","O chin chin ga daisuki nandayo","","1","Your mom gay"
"5464","Amin","","4","Your mom gay"
"5465","Lindy","","1","Your mom gay"
"5466","Who is filthy frank","","1","Your mom gay"
"5467","You filthy cunt","","1","Your mom gay"
"5468","Hello","","1","You’re a beast"
"5469","What is your name","","1","how are you today?"
"5470","I am feeling a big chin chin today","","2","hey chin chin"
"5471","I am feeling a big chin chin today","","1","What is wilsons favourite website"
"5472","I am feeling a big chin chin today","","1","What's wilson's favorite website"
"5473","I am feeling a big chin chin today","","1","Favourite website"
"5474","I am feeling a big chin chin today","","2","Chinchin"
"5475","I am feeling a big chin chin today","","1","u gay"
"5476","I am feeling a big chin chin today","","2","no u"
"5477","O chin chin ga daisuki nandayo","","1","no u"
"5478","Imouto san","","1","no u"
"5479","Hello","","2","no u"
"5480","Hello world","","1","no u"
"5481","wow","","1","no u"
"5482","No","","1","no u"
"5483","no u","","1","no u"
"5484","I am feeling a big chin chin today","","3","Tell Koo to fap"
"5485","I am feeling a big chin chin today","","1","What’s cancer"
"5486","I am feeling a big chin chin today","","3","Burung besar"
"5487","I am feeling a big chin chin today","","1","Something Wilson does not possess"
"5488","O chin chin ga daisuki nandayo","","2","Something Wilson does not possess"
"5489","Imouto san","","1","Something Wilson does not possess"
"5490","Hello","","2","Something Wilson does not possess"
"5491","Hello world","","1","Something Wilson does not possess"
"5492","wow","","1","Something Wilson does not possess"
"5493","Good day","","1","Something Wilson does not possess"
"5494","Bang dream","","1","Something Wilson does not possess"
"5495","Burung besar","","1","Something Wilson does not possess"
"5496","I am feeling a big chin chin today","","2","Tetek memek pekek senpei Desu, makan omelette du fromage kecil sama sama, xie xie ni"
"5497","I am feeling a big chin chin today","","1","Quintilingual piece of shit"
"5498","O chin chin ga daisuki nandayo","","2","Quintilingual piece of shit"
"5499","best anime ","","2","Quintilingual piece of shit"
"5500","best anime character","","1","Quintilingual piece of shit"
"5501","What’s the best anime","","1","Quintilingual piece of shit"
"5502","The Empire State Building","","1","Quintilingual piece of shit"
"5503","Tetek memek pekek senpei Desu, makan omelette du fromage kecil sama sama, xie xie ni","","1","Quintilingual piece of shit"
"5504","I am feeling a big chin chin today","","1","Hi Chin Chin"
"5505","I am feeling a big chin chin today","","1","I’m Wilson"
"5506","I am feeling a big chin chin today","","1","James"
"5507","I am feeling a big chin chin today","","32","Gabriel"
"5508","Gabriel","","1","i nutted to this"
"5509","Gabriel","","2","did you mean: *nat*"
"5510","riddle me this ","","2","did you mean: *nat*"
"5511","O chin chin ga daisuki nandayo","","2","did you mean: *nat*"
"5512","Tell me about isis","","1","did you mean: *nat*"
"5513","Riddle me this","","1","did you mean: *nat*"
"5514","i nutted to this","","1","did you mean: *nat*"
"5515","Gabriel","","1","How to become happy"
"5516","Gabriel","","1","Incremental fapping"
"5517","A guy with a big dick","","1","Incremental fapping"
"5518","Who is Julian","","2","Incremental fapping"
"5519","Who is james yaputra","","1","Incremental fapping"
"5520","How to bathe James Yaputra","","1","Incremental fapping"
"5521","How to become happy","","1","Incremental fapping"
"5522","Gabriel","","1","You’re a float"
"5523","Gabriel","","1","You’re a double faced shithead"
"5524","Gabriel","","1","No, you"
"5525","Hello","","4","No, you"
"5526","O chin chin suki suki","","5","No, you"
"5527","Best anime?","","3","No, you"
"5528","Lousy anime","","3","No, you"
"5529","He is a cute crossdresser","","2","No, you"
"5530","Ore wa?","","3","No, you"
"5531","Amin","","5","No, you"
"5532","Minna ga?","","2","No, you"
"5533","Kimi no Na Wa","","2","No, you"
"5534","Kimi no nawa better","","2","No, you"
"5535","O chin chin ga daisuki nandayo","","1","No, you"
"5536","You’re a twat","","1","No, you"
"5537","You’re a double faced shithead","","1","No, you"
"5538","Gabriel","","1","You can’t learn shit"
"5539","Gabriel","","2","I can’t learn you"
"5540","Hello","","4","I can’t learn you"
"5541","O chin chin suki suki","","5","I can’t learn you"
"5542","Best anime?","","3","I can’t learn you"
"5543","Lousy anime","","3","I can’t learn you"
"5544","He is a cute crossdresser","","2","I can’t learn you"
"5545","Ore wa?","","3","I can’t learn you"
"5546","Amin","","5","I can’t learn you"
"5547","Minna ga?","","2","I can’t learn you"
"5548","Kimi no Na Wa","","2","I can’t learn you"
"5549","Kimi no nawa better","","2","I can’t learn you"
"5550","O chin chin ga daisuki nandayo","","1","I can’t learn you"
"5551","You’re a twat","","1","I can’t learn you"
"5552","You’re a double faced shithead","","1","I can’t learn you"
"5553","You can’t learn shit","","1","I can’t learn you"
"5554","Gabriel","","1","I'll learn from you"
"5555","Gabriel","","2","Roger. You'll learn from me"
"5556","O chin chin ga daisuki nandayo","","1","Roger. You'll learn from me"
"5557","chinchin: Roger. I'll learn from you","","1","Roger. You'll learn from me"
"5558","I'll learn from you","","1","Roger. You'll learn from me"
"5559","Gabriel","","1","How to be happy?"
"5560","Gabriel","","5","Thanks"
"5561","Gabriel","","3","Hey Chin Chin"
"5562","Gabriel","","2","What happened to Wilson’s dick"
"5563","Gabriel","","1","BMe"
"5564","Gabriel","","3","Cs1231"
"5565","Gabriel","","1","Korea"
"5566","Gabriel","","1","Koo’s keyboard"
"5567","Gabriel","","1","Koo’s favourite weapon"
"5568","Who is Julian","","2","Koo’s favourite weapon"
"5569","Who’s god","","1","Koo’s favourite weapon"
"5570","Koo’s keyboard","","1","Koo’s favourite weapon"
"5571","Gabriel","","1","Lousy anime"
"5572","Gabriel","","2","Matthew"
"5573","Gabriel","","2","Tell Matthew to fap"
"5574","Gabriel","","1","Nice"
"5575","Gabriel","","1","Mamamama"
"5576","Gabriel","","1","Fuck you this is no game no life"
"5577","Gabriel","","1","You fat shit"
"5578","Gabriel","","2","Makan makan makan"
"5579","Hello","","4","Makan makan makan"
"5580","O chin chin suki suki","","5","Makan makan makan"
"5581","Best anime?","","3","Makan makan makan"
"5582","Lousy anime","","3","Makan makan makan"
"5583","He is a cute crossdresser","","2","Makan makan makan"
"5584","Ore wa?","","3","Makan makan makan"
"5585","Amin","","5","Makan makan makan"
"5586","Minna ga?","","2","Makan makan makan"
"5587","Kimi no Na Wa","","2","Makan makan makan"
"5588","Kimi no nawa better","","2","Makan makan makan"
"5589","O chin chin ga daisuki nandayo","","1","Makan makan makan"
"5590","You’re a twat","","1","Makan makan makan"
"5591","You’re a double faced shithead","","1","Makan makan makan"
"5592","You can’t learn shit","","1","Makan makan makan"
"5593","You fat shit","","1","Makan makan makan"
"5594","Gabriel","","4","Makan burung"
"5595","Gabriel","","1","Wilson suka"
"5596","nani????","","3","Wilson suka"
"5597","Omai wa mou shindeiru","","10","Wilson suka"
"5598","Make a hand sign","","3","Wilson suka"
"5599","O chin chin suki suki","","2","Wilson suka"
"5600","Show me hand sign","","2","Wilson suka"
"5601","Hand sign","","1","Wilson suka"
"5602","Makan burung","","1","Wilson suka"
"5603","Gabriel","","1","You’re nice, you know why?"
"5604","Gabriel","","1","Cuz I’m the best"
"5605","Ore wa?","","3","Cuz I’m the best"
"5606","O chin chin ga daisuki nandayo","","2","Cuz I’m the best"
"5607","Do you know","","3","Cuz I’m the best"
"5608","world great?","","7","Cuz I’m the best"
"5609","Do you know the way","","1","Cuz I’m the best"
"5610","You’re nice, you know why?","","1","Cuz I’m the best"
"5611","Gabriel","","3","Eat pumpkin"
"5612","Gabriel","","1","Wow you’re such a dickhead"
"5613","Gabriel","","1","Bigger than yours"
"5614","Ore wa?","","2","Bigger than yours"
"5615","Wilson is such a dick","","1","Bigger than yours"
"5616","Wow you’re such a dickhead","","1","Bigger than yours"
"5617","Gabriel","","1","Wilson's theorem"
"5618","Gabriel","","2","https://en.m.wikipedia.org/wiki/Wilson%27s_theorem"
"5619","Ore wa?","","4","https://en.m.wikipedia.org/wiki/Wilson%27s_theorem"
"5620","O chin chin ga daisuki nandayo","","3","https://en.m.wikipedia.org/wiki/Wilson%27s_theorem"
"5621","Suckadeek :>","","9","https://en.m.wikipedia.org/wiki/Wilson%27s_theorem"
"5622","He is a cute crossdresser","","8","https://en.m.wikipedia.org/wiki/Wilson%27s_theorem"
"5623","Wilson's girlfriend","","6","https://en.m.wikipedia.org/wiki/Wilson%27s_theorem"
"5624","Who are you?","","5","https://en.m.wikipedia.org/wiki/Wilson%27s_theorem"
"5625","wilson's most frequently visited website","","2","https://en.m.wikipedia.org/wiki/Wilson%27s_theorem"
"5626","Wilson dick?","","1","https://en.m.wikipedia.org/wiki/Wilson%27s_theorem"
"5627","wilson's website","","1","https://en.m.wikipedia.org/wiki/Wilson%27s_theorem"
"5628","Wilson's theorem","","1","https://en.m.wikipedia.org/wiki/Wilson%27s_theorem"
"5629","Gabriel","","1","What happened to Wilson’s theorem"
"5630","Gabriel","","1","Fuck You"
"5631","Gabriel","","3","Suck a dick"
"5632","Gabriel","","1","Kampong your chinchin"
"5633","Gabriel","","2","Useless"
"5634","O chin chin ga daisuki nandayo","","3","Useless"
"5635","what’s Chin chin’s favourite phrase ","","3","Useless"
"5636","A big o Chin Chin","","2","Useless"
"5637","what’s Chin chin’s favourite phrase? ","","2","Useless"
"5638","Kampong your chinchin","","2","Useless"
"5639","Gabriel","","1","What’s the hardest question on kattis"
"5640","Gabriel","","2","Tell ace to care for Gabriel"
"5641","Gabriel","","1","Wilson website"
"5642","Gabriel","","1","What's the easiest problem to do on kattis?"
"5643","Gabriel","","1","Your mom"
"5644","O chin chin ga daisuki nandayo","","4","Your mom"
"5645","Give me the hardest problem in kattis","","3","Your mom"
"5646","Hardest problem on kattis","","1","Your mom"
"5647","What's the easiest problem to do on kattis?","","1","Your mom"
"5648","Gabriel","","4","Mooshak"
"5649","Gabriel","","2","TLE-ed on me before I get to TLE in it :/ more prone to ddos than me, don’t even try ð"
"5650","Imouto san","","10","TLE-ed on me before I get to TLE in it :/ more prone to ddos than me, don’t even try ð"
"5651","Ore wa?","","9","TLE-ed on me before I get to TLE in it :/ more prone to ddos than me, don’t even try ð"
"5652","Gay shit","","2","TLE-ed on me before I get to TLE in it :/ more prone to ddos than me, don’t even try ð"
"5653","O chin chin ga daisuki nandayo","","1","TLE-ed on me before I get to TLE in it :/ more prone to ddos than me, don’t even try ð"
"5654","Mooshak","","1","TLE-ed on me before I get to TLE in it :/ more prone to ddos than me, don’t even try ð"
"5655","Gabriel","","2","Food ranger"
"5656","Gabriel","","1","Isis"
"5657","Gabriel","","2","Hardest problem on kattis"
"5658","Gabriel","","1","Eat shit"
"5659","Gabriel","","1","Destroy mooshak for me please"
"5660","Gabriel","","1","Already ddos-ed ð"
"5661","O chin chin ga daisuki nandayo","","36","Already ddos-ed ð"
"5662","https://www.youtube.com/watch?v=saOq9S8mfSc","","34","Already ddos-ed ð"
"5663","Neko","","31","Already ddos-ed ð"
"5664","Give me a song","","29","Already ddos-ed ð"
"5665","ð","","28","Already ddos-ed ð"
"5666","Justin’s fap material","","21","Already ddos-ed ð"
"5667","Imouto san","","21","Already ddos-ed ð"
"5668","wow","","21","Already ddos-ed ð"
"5669","No","","21","Already ddos-ed ð"
"5670","Nekopara","","21","Already ddos-ed ð"
"5671","Neko please","","21","Already ddos-ed ð"
"5672","Waste of parents money","","19","Already ddos-ed ð"
"5673","Hello","","18","Already ddos-ed ð"
"5674","Give me a neko","","11","Already ddos-ed ð"
"5675","Cat","","10","Already ddos-ed ð"
"5676","Show me a neko","","9","Already ddos-ed ð"
"5677","Waifu","","2","Already ddos-ed ð"
"5678","Destroy mooshak for me please","","1","Already ddos-ed ð"
"5679","Gabriel","","2","Destroy mooshak"
"5680","Gabriel","","2","Mooshak’s a weak piece of shit, lemme judge your submissions instead."
"5681","O chin chin ga daisuki nandayo","","36","Mooshak’s a weak piece of shit, lemme judge your submissions instead."
"5682","https://www.youtube.com/watch?v=saOq9S8mfSc","","34","Mooshak’s a weak piece of shit, lemme judge your submissions instead."
"5683","Neko","","31","Mooshak’s a weak piece of shit, lemme judge your submissions instead."
"5684","Give me a song","","29","Mooshak’s a weak piece of shit, lemme judge your submissions instead."
"5685","ð","","28","Mooshak’s a weak piece of shit, lemme judge your submissions instead."
